startup_id,sector,seed_funding_millions,market_score,survived_3yr,year3_revenue_millions
2263,Games,0.1,-1.86,False,
2264,AI,1.78,-1.62,True,6.3
2265,Health,0.59,0.6,False,
2266,Retail,0.17,2.21,False,
2267,Fintech,0.25,-2.04,False,
2268,AI,0.15,-0.78,False,
2269,AI,0.73,0.09,True,18.97
2270,Games,0.19,1.55,False,
2271,Fintech,0.81,-0.79,True,39.06
2272,Retail,0.42,0.59,False,
2273,Fintech,0.37,-0.25,False,
2274,AI,0.81,2.61,True,26.68
2275,Retail,0.89,0.14,False,
2276,Retail,1.35,0.36,False,
2277,Games,0.33,0.08,True,13.25
2278,Retail,0.53,-0.41,False,
2279,AI,0.33,0.95,False,
2280,Health,0.62,-1.16,False,
2281,Fintech,0.29,-2.0,False,
2282,Health,0.38,-0.15,False,
2283,Retail,0.39,0.82,False,
2284,Retail,0.68,-0.58,False,
2285,AI,0.54,0.19,False,
2286,Fintech,0.81,-1.22,False,
2287,Retail,0.5,1.06,False,
2288,Games,0.34,0.65,True,26.84
2289,Fintech,0.63,0.02,False,
2290,Fintech,0.26,0.17,False,
2291,Fintech,0.85,-1.39,False,
2292,Health,0.43,-1.35,True,5.22
2293,Health,0.64,-0.12,False,
2294,Health,0.64,0.51,True,48.67
2295,Health,1.95,0.56,False,
2296,Health,0.73,-0.36,False,
2297,AI,0.57,0.75,False,
2298,AI,0.31,1.42,False,
2299,Fintech,1.03,-0.09,False,
2300,Retail,0.44,0.31,False,
2301,Retail,0.16,-0.21,False,
2302,AI,0.46,-0.13,True,42.11
2303,Health,0.63,0.17,True,13.91
2304,Games,0.28,1.7,True,10.52
2305,Health,0.49,0.92,True,9.61
2306,Games,0.51,0.83,False,
2307,Retail,0.52,-0.45,False,
2308,AI,1.45,-0.9,False,
2309,Health,0.19,0.39,False,
2310,Health,2.75,1.24,False,
2311,Health,0.53,1.72,False,
2312,AI,0.86,-2.45,False,
2313,Games,0.6,2.45,False,
2314,AI,0.14,0.42,False,
2315,Games,0.23,0.91,False,
2316,Games,0.36,-1.74,True,13.5
2317,Fintech,1.2,-0.24,False,
2318,Retail,0.18,0.82,False,
2319,Retail,0.27,-1.17,False,
2320,Health,0.62,-2.89,False,
2321,Retail,0.79,0.34,False,
2322,Retail,0.77,-0.05,False,
2323,AI,0.25,1.44,False,
2324,Games,0.15,-0.16,False,
2325,Games,0.83,-0.09,False,
2326,Games,1.7,0.7,False,
2327,Retail,0.41,1.03,True,9.63
2328,Health,0.22,-0.71,False,
2329,AI,0.38,0.94,False,
2330,Health,0.74,-0.52,True,11.03
2331,Retail,0.45,0.02,False,
2332,Fintech,1.67,0.67,False,
2333,AI,1.13,0.85,False,
2334,Fintech,0.63,0.32,False,
2335,Games,0.11,-1.08,True,12.77
2336,AI,0.31,-1.87,False,
2337,Fintech,0.35,-0.19,False,
2338,AI,0.3,0.97,True,15.67
2339,Health,0.63,0.45,False,
2340,AI,0.64,0.24,False,
2341,AI,0.14,-0.01,True,6.64
2342,Games,1.03,0.31,True,31.08
2343,AI,0.55,-0.99,False,
2344,AI,0.72,0.78,False,
2345,Games,0.98,0.85,False,
2346,AI,0.29,-0.36,False,
2347,AI,1.48,0.44,True,24.01
2348,Health,0.48,-1.72,False,
2349,Fintech,1.81,0.18,False,
2350,Health,0.26,-0.13,False,
2351,Retail,1.71,1.26,False,
2352,Health,0.26,-0.2,False,
2353,Health,4.15,0.87,True,32.97
2354,Retail,0.25,-0.39,False,
2355,Health,1.26,-2.29,False,
2356,Retail,0.4,-0.23,False,
2357,Health,0.96,0.2,False,
2358,Games,0.52,0.15,False,
2359,Retail,0.23,0.17,True,67.57
2360,AI,0.06,-0.51,True,10.17
2361,Retail,4.02,-0.32,False,
2362,Health,0.57,-1.13,False,
2363,Games,0.05,-2.0,False,
2364,Health,0.69,-0.11,True,12.65
2365,Fintech,0.94,-0.75,True,6.48
2366,AI,0.3,1.08,False,
2367,Retail,0.31,-2.18,False,
2368,Games,0.53,0.29,False,
2369,Retail,1.41,2.12,False,
2370,Fintech,0.59,-0.18,False,
2371,Fintech,1.74,-0.0,False,
2372,Fintech,1.34,0.43,False,
2373,Fintech,0.45,0.5,False,
2374,Health,0.15,-0.41,True,27.88
2375,Retail,0.45,-1.01,False,
2376,Retail,0.82,0.65,True,22.13
2377,Health,0.57,-1.91,False,
2378,Fintech,0.9,0.83,False,
2379,Games,1.08,-0.39,False,
2380,Games,0.83,0.0,False,
2381,Games,0.43,-0.53,False,
2382,Health,0.82,1.43,True,62.75
2383,AI,3.23,0.25,False,
2384,AI,0.16,-0.32,False,
2385,Retail,0.8,-0.35,False,
2386,Games,2.34,-0.15,True,40.77
2387,Retail,0.21,2.4,True,30.67
2388,Fintech,1.2,-1.32,False,
2389,Health,1.34,1.08,False,
2390,Fintech,0.17,0.57,False,
2391,Retail,0.96,1.54,False,
2392,Fintech,0.43,0.63,False,
2393,Games,0.51,0.0,False,
2394,AI,0.42,1.02,True,8.09
2395,AI,1.54,0.23,False,
2396,AI,0.49,0.75,True,16.75
2397,Health,0.37,1.43,True,17.97
2398,Retail,0.38,0.09,False,
2399,Retail,0.41,-0.42,False,
2400,Games,0.23,-0.64,False,
